0971880107;Wild Animus;Rich Shapero;2004;Too Far;http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
0316601950;The Pilot's Wife : A Novel;Anita Shreve;1999;Back Bay Books;http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg
0375727345;House of Sand and Fog;Andre Dubus III;2000;Vintage Books;http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
044021145X;The Firm;John Grisham;1992;Bantam Dell Publishing Group;http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
0452282152;Girl with a Pearl Earring;Tracy Chevalier;2001;Plume Books;http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg
0440214041;The Pelican Brief;John Grisham;1993;Dell;http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg
0804106304;The Joy Luck Club;Amy Tan;1994;Prentice Hall (K-12);http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg
0440211727;A Time to Kill;JOHN GRISHAM;1992;Dell;http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg
0345337662;Interview with the Vampire;Anne Rice;1993;Ballantine Books;http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
0060930535;The Poisonwood Bible: A Novel;Barbara Kingsolver;1999;Perennial;http://images.amazon.com/images/P/0060930535.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg
0440226430;Summer Sisters;Judy Blume;1999;Dell Publishing Company;http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg
0312278586;The Nanny Diaries: A Novel;Emma McLaughlin;2002;St. Martin's Press;http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
0743418174;Good in Bed;Jennifer Weiner;2002;Washington Square Press;http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg
0671021001;She's Come Undone (Oprah's Book Club);Wally Lamb;1998;Pocket;http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg
0345370775;Jurassic Park;Michael Crichton;1999;Ballantine Books;http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
0446605239;The Notebook;Nicholas Sparks;1998;Warner Books;http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
0156027321;Life of Pi;Yann Martel;2003;Harvest Books;http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
0440241073;The Summons;John Grisham;2002;Dell Publishing Company;http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
0671003755;She's Come Undone (Oprah's Book Club (Paperback));Wally Lamb;1996;Washington Square Press;http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg
0060976845;Little Altars Everywhere: A Novel;Rebecca Wells;1996;Perennial;http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg
1400034779;The No. 1 Ladies' Detective Agency (Today Show Book Club #8);Alexander McCall Smith;2003;Anchor;http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
0786868716;The Five People You Meet in Heaven;Mitch Albom;2003;Hyperion;http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg
0440234743;The Testament;John Grisham;1999;Dell;http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg
0440222656;The Horse Whisperer;Nicholas Evans;1996;Dell;http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
0440221471;The Runaway Jury;JOHN GRISHAM;1997;Dell;http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg
0345361792;A Prayer for Owen Meany;John Irving;1990;Ballantine Books;http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg
0440236673;The Brethren;John Grisham;2000;Island;http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg
0345417623;Timeline;MICHAEL CRICHTON;2000;Ballantine Books;http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg
0316769487;The Catcher in the Rye;J.D. Salinger;1991;Little, Brown;http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg
0385484518;Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson;MITCH ALBOM;1997;Doubleday;http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
0446610038;1st to Die: A Novel;James Patterson;2002;Warner Vision;http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg
0446310786;To Kill a Mockingbird;Harper Lee;1988;Little Brown &amp; Company;http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg
044022165X;The Rainmaker;JOHN GRISHAM;1996;Dell;http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg
0375706771;Midwives: A Novel;Chris Bohjalian;1998;Vintage;http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
0440220602;The Chamber;John Grisham;1995;Dell Publishing Company;http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440220602.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440220602.01.LZZZZZZZ.jpg
0440225701;The Street Lawyer;JOHN GRISHAM;1999;Dell;http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg
0060502258;The Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;2002;HarperTorch;http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg
0446606812;Message in a Bottle;Nicholas Sparks;1999;Warner Vision;http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg
0345353145;Sphere;MICHAEL CRICHTON;1988;Ballantine Books;http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
044651652X;The Bridges of Madison County;Robert James Waller;1992;Warner Books;http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
0140293248;The Girls' Guide to Hunting and Fishing;Melissa Bank;2000;Penguin Books;http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
0440213525;The Client;John Grisham;1994;Dell Publishing Company;http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg
0345443284;While I Was Gone;Sue Miller;1999;Ballantine Books;http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg
0440206154;Red Dragon;Thomas Harris;2000;Dell Publishing Company;http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg
006101351X;The Perfect Storm : A True Story of Men Against the Sea;Sebastian Junger;1998;HarperTorch;http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg
0316284955;White Oleander : A Novel (Oprah's Book Club);Janet Fitch;2000;Back Bay Books;http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg
0312291639;The Nanny Diaries: A Novel;Emma McLaughlin;2003;St. Martin's Griffin;http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
0375707972;The Reader;Bernhard Schlink;1999;Vintage Books USA;http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg
0439064872;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;2000;Scholastic;http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg
0060934417;Bel Canto: A Novel;Ann Patchett;2002;Perennial;http://images.amazon.com/images/P/0060934417.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg
0385335482;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001;Delta;http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg
0440224764;The Partner;John Grisham;1998;Dell Publishing Company;http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg
0671510053;SHIPPING NEWS;Annie Proulx;1994;Scribner;http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg
0452282829;We Were the Mulvaneys;Joyce Carol Oates;1996;Plume;http://images.amazon.com/images/P/0452282829.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg
068484477X;STONES FROM THE RIVER;Ursula Hegi;1997;Touchstone;http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
0385492081;Into Thin Air : A Personal Account of the Mt. Everest Disaster;JON KRAKAUER;1998;Anchor;http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg
0316776963;Me Talk Pretty One Day;David Sedaris;2001;Back Bay Books;http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
043935806X;Harry Potter and the Order of the Phoenix (Book 5);J. K. Rowling;2003;Scholastic;http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg
0684872153;Angela's Ashes (MMP) : A Memoir;Frank McCourt;1999;Scribner;http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
0060987103;Wicked: The Life and Times of the Wicked Witch of the West;Gregory Maguire;1996;Regan Books;http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg
0375726403;Empire Falls;Richard Russo;2002;Vintage Books USA;http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
0345342968;Fahrenheit 451;RAY BRADBURY;1987;Del Rey;http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg
0060938455;Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser;2002;Perennial;http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
0385720106;A Map of the World;Jane Hamilton;1999;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
0385265700;The Book of Ruth (Oprah's Book Club (Paperback));Jane Hamilton;1990;Anchor;http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
0375700757;Cold Mountain : A Novel;CHARLES FRAZIER;1998;Vintage;http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg
0553572997;The Alienist;Caleb Carr;1995;Bantam Books;http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg
0380789035;American Gods;Neil Gaiman;2002;HarperTorch;http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg
0375725784;A Heartbreaking Work of Staggering Genius;Dave Eggers;2001;Vintage Books USA;http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg
0345313860;The Vampire Lestat (Vampire Chronicles, Book II);ANNE RICE;1986;Ballantine Books;http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
0316096199;Lucky : A Memoir;Alice Sebold;2002;Back Bay Books;http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
0446364193;Along Came a Spider (Alex Cross Novels);James Patterson;1993;Warner Books;http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
0842329129;Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1);Tim Lahaye;1996;Tyndale House Publishers;http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg
0312305060;The Hours: A Novel;Michael Cunningham;2002;Picador;http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
0061009059;One for the Money (Stephanie Plum Novels (Paperback));Janet Evanovich;1995;HarperTorch;http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
0380731851;Mystic River;Dennis Lehane;2002;HarperTorch;http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg
0345378490;Congo;Michael Crichton;1995;Ballantine Books;http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
0553279912;A Is for Alibi (Kinsey Millhone Mysteries (Paperback));SUE GRAFTON;1987;Bantam;http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
0440224675;Hannibal;Thomas Harris;2000;Dell Publishing Company;http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg
0446608955;A Walk to Remember;Nicholas Sparks;2000;Warner Books;http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg
0743237188;Fall On Your Knees (Oprah #45);Ann-Marie MacDonald;2002;Touchstone;http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
0060392452;Stupid White Men ...and Other Sorry Excuses for the State of the Nation!;Michael Moore;2002;Regan Books;http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg
0385722206;Balzac and the Little Chinese Seamstress : A Novel;DAI SIJIE;2002;Anchor;http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
0345339681;The Hobbit : The Enchanting Prelude to The Lord of the Rings;J.R.R. TOLKIEN;1986;Del Rey;http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg
0142000205;Icy Sparks;Gwyn Hyman Rubio;2001;Penguin Books;http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
0345351525;The Queen of the Damned (Vampire Chronicles (Paperback));Anne Rice;1993;Ballantine Books;http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
080410753X;The Kitchen God's Wife;Amy Tan;1992;Ivy Books;http://images.amazon.com/images/P/080410753X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/080410753X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/080410753X.01.LZZZZZZZ.jpg
0449212602;The Handmaid's Tale;Margaret Atwood;1989;Fawcett Books;http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg
